BEDFORD AVE,PROSPECT PL,204.0
WEBSTER AVENUE,EAST 233 STREET,204.0
MARYLAND RD,DOUGLASTON PKWY,218.0
HENRY HUDSON PKWY,INDEPENDENCE AVE,444.0
SURF AVE,JONES WALK,125.0
WALTHAM STREET,101 AVE,204.0
CHURCH AVE,E 13th ST,869.0
3 AVENUE,28 STREET,125.0
SOUTHERN BOULEVARD,ALDUS STREET,444.0
ATLANTIC AVENUE,LINCOLN AVENUE,281.0
51 STREET,19 AVENUE,218.0
FLATLANDS AVENUE,EAST 78 STREET,444.0
AMSTERDAM AVE,WEST 172 ST,281.0
PAULDING AVENUE,LYDIG AVENUE,424.0
11 AVENUE,WEST 43 STREET,326.0
ATLANTIC AVENUE,HINSDALE STREET,869.0
ALLEN STREET,DELANCEY STREET,218.0
HENRY HUDSON PKWY,W 235th ST,204.0
LONGWOOD AVENUE,EAST 160 STREET,218.0
7 AVENUE,WEST 12 STREET,218.0
BROADWAY,WEST 259 STREET,281.0
CORTLANDT ALLEY,WALKER STREET,444.0
EDWARD L GRANT HIGHWAY,NELSON AVENUE,326.0
ROGERS AVE,LENOX RD,218.0
TRINITY PL,EDGER ST,326.0
FLATBUSH AVENUE,EAST 28 STREET,125.0
ARCHER AVE,143 STREET,869.0
COLUMBUS AVE,WEST 103 ST,218.0
AMSTERDAM AVE,WEST 164 ST,424.0
AVE Z,E 15th ST,326.0
48th ST,37th AVE,326.0
8 AVE,WEST 148 ST,444.0
LINDEN BOULEVARD,HINSDALE STREET,204.0
COURT STREET,DE GRAW STREET,204.0
CHURCH STREET,DUANE STREET,326.0
WADSWORTH AVENUE,WEST 188 STREET,444.0
JEWEL AVE,136 STREET,218.0
JAMAICA AVE,CARPENTER AVE,444.0
ATLANTIC AVENUE,3 AVENUE,281.0
HOLLIS COURT BLVD,189 STREET,281.0
9 AVENUE,WEST 45 STREET,869.0
BROADWAY,WEST 27 STREET,281.0
5 AVENUE,EAST 46 STREET,204.0
39 STREET,12 AVENUE,869.0
3 AVENUE,EAST 46 STREET,281.0
8 AVE,WEST 124 ST,326.0
ALBANY AVENUE,FARRAGUT ROAD,869.0
ROCKAWAY AVENUE,HEGEMAN AVENUE,281.0
1 AVENUE,EAST 60 STREET,281.0
130 PL,30th PL,281.0
CROPSEY AVE,7th AVE,281.0
4 AVENUE,68 STREET,444.0
SHERIDANA AVENUE,EAST 161 STREET,326.0
CROTONA AVENUE,EAST 187 STREET,204.0
2 AVE,EAST 99 ST,424.0
AVENUE OF THE AMERICAS,WEST 45 STREET,444.0
MEEKER AVE,LEONARD ST,281.0
OCEAN AVENUE,FARRAGUT ROAD,869.0
BLOOMINGDALE ROAD,MARISA CIRCLE,125.0
BROADWAY,DUANE STREET,326.0
LIBERTY AVE,98th ST,218.0
SPRING STREET,BROADWAY,424.0
ATLANTIC AVE,ALABAMA AVE,281.0
MESEROLE STREET,LEONARD  ST,869.0
1 AVENUE,EAST 12 STREET,125.0
LOUIS NINE  BOULEVARD,BOSTON ROAD,281.0
ARTHUR KILL ROAD,ENGLEWOOD AVENUE,204.0
BRUCKNER BOULEVARD,BRYANT AVENUE,281.0
CHURCH AVE,E 37th ST,869.0
BAY PKWY,72nd ST,204.0
CLINTON STREET,SACKETT STREET,281.0
E 4TH ST,BROADWAY,218.0
LIBERTY AVE,BRISBIN STREET,424.0
WEST 30 STREET,5 AVENUE,281.0
WALTHAM STREET,101 AVE,424.0
ALBANY AVE,MIDWOOD ST,869.0
AMSTERDAM AVE,WEST 165 ST,326.0
COURT STREET,DE GRAW STREET,444.0
WADSWORTH AVENUE,WEST 188 STREET,204.0
KINGS HIGHWAY,AVENUE I,869.0
LINDEN BLVD,BROOKLYN AVE,281.0
CORTELYOU ROAD,EAST 11 STREET,424.0
HUTCHINSON RIVER PKWY,LAURIE AVENUE,869.0
EAST TREMONT AVENUE,ANTHONY AVENUE,424.0
MARATHON PKWY,DEEPDALE AVE,218.0
JAMAICA AVE,CARPENTER AVE,204.0
BROADWAY,WEST 174 ST,218.0
8 AVE,WEST 148 ST,204.0
AMSTERDAM AVENUE,WEST 61 STREET,218.0
GREENPOINT AVE,N. HENRY ST,281.0
LINDEN BOULEVARD,HINSDALE STREET,444.0
CROTONA AVENUE,CLAREMONT PARKWAY,281.0
UNION STREET,37 AVE,869.0
BROADWAY,WEST 74 STREET,869.0
MARATHON PKWY,61 AVE,424.0
SANFORD AVE,147 STREET,281.0
CROPSEY AVE,27th AVE,869.0
7 AVENUE,WEST 27 STREET,869.0
AMSTERDAM AVE,WEST 99 ST,326.0
MADISON AVENUE,EAST 59 STREET,125.0
SOUTHERN BOULEVARD,CROTONA PARKWAY,125.0
CATHERINE STREET,MONROE STREET,218.0
LAFAYETTE AVENUE,EAST 177 STREET,281.0
LENOX AVE,WEST 124 ST,125.0
ZEREGA AVENUE,BRUCKNER BOULEVARD,326.0
5 AVENUE,EAST 46 STREET,444.0
E 174 ST,MORRIS AVENUE,125.0
LIBERTY STREET,BROADWAY,218.0
AVENUE OF THE AMERICAS,WEST 45 STREET,204.0
EAST 138 STREET,GRAND CONCOURSE,218.0
KINGS HWY,E 15th ST,424.0
73 PLACE,78 AVENUE,424.0
LITTLE CLOVE RD,CAYUGA AVENUE,281.0
4 AVENUE,68 STREET,204.0
BAY RIDGE PKWY,11TH AVE,281.0
CROTONA AVENUE,EAST 187 STREET,444.0
CONEY ISLAND AVE,AVE S,281.0
4 AVENUE,EAST 9 STREET,125.0
AUDUBON AVE,WEST 173 ST,424.0
GRAND AVE,CATHERINE ST,281.0
BAY PKWY,72nd ST,444.0
BEDFORD AVE,METROPOLITAN AVE,424.0
PARK AVENUE SOUTH,EAST 26 STREET,424.0
EAST 18 STREET,BROADWAY,424.0
5 AVENUE,EAST 73 STREET,125.0
CLINTON STREET,DELANCEY STREET,218.0
1 AVE,EAST 99 ST,424.0
OCEAN TERRACE,BUTTERWORTH AVENUE,281.0
7 AVENUE,BROADWAY,424.0
JAMAICA AVENUE,AUTUMN AVENUE,869.0
AVENUE C,EAST 11 STREET,424.0
LIBERTY AVE,101 AVE,869.0
AMSTERDAM AVE,WEST 147 ST,869.0
JEROME AVENUE,EAST 172 STREET,218.0
VERNON BLVD,33rd RD,125.0
AVE P,W 10th ST,869.0
ARTHUR KILL ROAD,ENGLEWOOD AVENUE,444.0
CROSS BRONX EXPRESSWAY,MORRIS AVENUE,281.0
COLONIAL ROAD,WAKEMAN PLACE,218.0
18 AVENUE,72 STREET,218.0
FARRAGUT ROAD,BEDFORD AVENUE,281.0
3 AVENUE,EAST 73 STREET,218.0
PARK AVE,58th ST,326.0
MARKET STREET,CHERRY STREET,424.0
ARCHER AVE,143 STREET,326.0
3 AVENUE,EAST 59 STREET,125.0
AVENUE N,BOB STONEHILL WAY,444.0
GRAND STREET,BROADWAY,218.0
10 AVENUE,WEST 27 STREET,125.0
AVENUE U,EAST 71 STREET,281.0
WEST 39 STREET,5 AVENUE,218.0
HUNGRY HARBOR RD,148th ST,869.0
AVENUE B,EAST 11 STREET,125.0
KINGS HWY,W 11th ST,424.0
MANHATTAN AVENUE,WEST 119 STREET,281.0
VERMONT PLACE,HIGHLAND BOULEVARD,326.0
FULTON STREET,DUTCH STREET,281.0
6 AVENUE,ST JOHN'S PLACE,125.0
BEDFORD AVE,PROSPECT PL,444.0
WEBSTER AVENUE,EAST 233 STREET,444.0
35 AVE,200 STREET,326.0
GRAND CONCOURSE_SERV,EAST 172 STREET,281.0
DRUMGOOLE ROAD WEST,ANNADALE ROAD,444.0
CENTRAL PARK WEST,WEST 74 STREET,326.0
FAIRMONT PL,MARMION AVENUE,326.0
51 STREET,13 AVENUE,444.0
GRAND CONCOURSE_SERV,EAST 172 STREET,204.0
3 STREET,SMITH STREET,125.0
BROADWAY,BEAVER STREET,281.0
AVE P,CONEY ISLAND AVE,424.0
MAC DOUGAL STREET,FULTON STREET,125.0
SOUTHERN BOULEVARD,ALDUS STREET,204.0
FLATLANDS AVENUE,EAST 78 STREET,204.0
MADISON AVENUE,EAST 27 STREET,125.0
AMSTERDAM AVE,WEST 168 ST,869.0
CROTONA AVENUE,EAST FORDHAM ROAD,218.0
ATLANTIC AVE,LINCOLN AVE,869.0
HENRY HUDSON PKWY,INDEPENDENCE AVE,204.0
CLASSON AVE,GATES AVE,281.0
WALTHAM STREET,101 AVE,444.0
HYLAN BOULEVARD,FINGERBOARD ROAD,281.0
HENRY HUDSON PKWY,W 235th ST,444.0
CORTLANDT ALLEY,WALKER STREET,204.0
EAST 177 STREET,HARDING AVENUE,125.0
CONEY ISLAND AVENUE,FOSTER AVENUE,218.0
1 AVE,EAST 120 ST,218.0
MAURICE AVE,55th DR,281.0
LEXINGTON AVENUE,EAST 26 STREET,125.0
HUDSON STREET,CHARLTON STREET,218.0
WOODHAVEN BLVD,97th AVE,869.0
5 AVENUE,EAST 27 STREET,125.0
60 STREET,11 AVENUE,326.0
CLARENDON ROAD,BROOKLYN AVENUE,125.0
3 AVENUE,29 STREET,869.0
86th ST,19th AVE,444.0
OCEAN AVE,AVE R,125.0
COLUMBUS AVENUE,WEST 61 STREET,204.0
NEPTUNE AVE,SHEEPSHEAD BAY RD,444.0
8 AVENUE,HORATIO STREET,326.0
GOWANUS EXPRESSWAY,29 STREET,281.0
CLOVE RD,HOWARD AVENUE,218.0
MONTROSE AVE,UNION AVE,869.0
86 STREET,7 AVENUE,218.0
BROADWAY,PRINCE STREET,869.0
BROOKLYN AVE,ST JOHN'S PL,125.0
LENOX AVE,WEST 112 ST,424.0
34th AVE,92nd ST,326.0
10 AVENUE,WEST 45 STREET,281.0
CROSS ISLAND PKWY SR,107 AVENUE,125.0
AVE U,E 16th ST,125.0
AVENUE U,EAST 66 STREET,444.0
AUDUBON AVE,WEST 167 ST,204.0
3 AVE,EAST 99 ST,869.0
LINDEN BLVD,198 STREET,281.0
1 AVENUE,EAST 73 STREET,125.0
WEST BROADWAY,DUANE STREET,218.0
AVENUE OF AMERICAS,WEST 11 STREET,281.0
111 AVE,142 STREET,125.0
PROSPECT PARK WEST,2 STREET,326.0
1 AVENUE,EAST 26 STREET,444.0
BEDFORD AVE,AVE R,281.0
EAST 165 STREET,CARROLL PLACE,281.0
2 AVENUE,EAST 59 STREET,281.0
BOWERY,EAST HOUSTON STREET,218.0
CANAL STREET,BROADWAY,281.0
ATLANTIC AVE,CLASSON AVE,326.0
50 STREET,13 AVENUE,869.0
AVE M,E 15th ST,281.0
ROGERS AVE,LINCOLN PL,424.0
ALBANY AVE,LENOX RD,204.0
3 AVENUE,EAST 27 STREET,424.0
8 AVENUE,66 STREET,218.0
COMMERCIAL ST,CLAY ST,218.0
KEW GARDENS ROAD,80 ROAD,218.0
8 AVENUE,WEST 45 STREET,204.0
37 STREET,12 AVENUE,424.0
GRAND CONCOURSE_MAIN,EAST 172 STREET,204.0
5 AVENUE,WEST 59 STREET,281.0
THROGS NECK EXPRESSWAY,HARDING AVENUE,218.0
HEGEMAN AVENUE,FOUNTAIN AVENUE,444.0
BOSTON ROAD,EAST 176 STREET,326.0
65 STREET,18 AVENUE,218.0
5 AVENUE,BROADWAY,281.0
101 AVE,146 STREET,869.0
7 AVE,WEST 117 ST,869.0
7 AVE,WEST 123 ST,204.0
METROPOLITAN AVE,UNION AVE,444.0
BROOME STREET,BROADWAY,444.0
OCEAN AVE,CATON AVE,326.0
MYRTLE AVE,THROOP AVE,125.0
FLUSHING AVE,THORNTON ST,218.0
FLATBUSH AVENUE,4 AVENUE,218.0
PARK AVENUE,EAST 59 STREET,125.0
BENSON AVE,19th AVE,204.0
ALBANY AVE,LINCOLN PL,869.0
AMSTERDAM AVE,WEST 167 ST,204.0
CHAMBERS STREET,BROADWAY,281.0
2 AVE,EAST 124 ST,125.0
BOSTON ROAD,FISH AVENUE,281.0
BRINKERHOFF AVE,111 AVE,218.0
2 AVENUE,EAST 73 STREET,204.0
NOSTRAND AVE,AVE P,281.0
EAST 163 STREET,INTERVALE AVENUE,444.0
ROCKAWAY BLVD,OLD ROCKAWAY BLVD,869.0
MERRICK BLVD,111 AVE,444.0
CEDAR AVENUE,WEST 179 STREET,204.0
MORLEY AVENUE,DALTON  AVENUE,444.0
AVE N,E 15th ST,125.0
CROSS BX EXPWY SER RD,MORRIS AVENUE,218.0
BROADWAY,WEST 99 ST,125.0
AVENUE U,EAST 56 STREET,204.0
CATON AVE,E 18th ST,281.0
AMSTERDAM AVE,WEST 118 ST,125.0
KINGS HIGHWAY SERVICE,AVENUE I,204.0
39th ST,NORTHERN BLVD,424.0
Manhattan  BROADWAY,WEST 149 ST,424.0
UNDERCLIFF AVENUE,SEDGWICK AVENUE,869.0
BROADWAY,GRANITE STREET,281.0
LITTLE CLOVE ROAD,CLOVE ROAD,204.0
AVENUE M,EAST 45 STREET,281.0
E 177 ST,HARDING AVENUE,424.0
ASHLAND PLACE,4 AVENUE,204.0
DYCKMAN STREET,VERMILYEA AVENUE,326.0
MORRIS AVENUE,EAST 153 STREET,444.0
10 AVENUE,67 STREET,444.0
DRIGGS AVE,LORIMER ST,424.0
BROADWAY,WEST 148 ST,204.0
7 AVE,WEST 118 ST,444.0
LENOX AVE,WEST 111 ST,204.0
AMSTERDAM AVE,WEST 148 ST,218.0
GLEN STREET,BLOOMFIELD AVENUE,218.0
METROPOLITAN AVE,UNION AVE,204.0
WEST BROADWAY,PRINCE STREET,125.0
BROOME STREET,BROADWAY,204.0
7 AVE,WEST 123 ST,444.0
YORK AVENUE,EAST 74 STREET,869.0
60 STREET,18 AVENUE,218.0
HEGEMAN AVENUE,FOUNTAIN AVENUE,204.0
AUDUBON AVE,WEST 172 ST,326.0
26 AVE,200 STREET,424.0
AMSTERDAM AVE,WEST 119 ST,424.0
ROGERS AVE,CLARKSON AVE,424.0
NOSTRAND AVE,LENOX RD,424.0
2 AVENUE,EAST 73 STREET,444.0
MERRICK BLVD,111 AVE,204.0
WEST 135 STREET,8 AVENUE,424.0
EAST 163 STREET,INTERVALE AVENUE,204.0
BEDFORD AVE,HANCOCK ST,424.0
BENSON AVE,19th AVE,444.0
VAN WYCK EXPRESSWAY,102 AVENUE,326.0
AVENUE OF THE AMERICAS,WEST 26 STREET,869.0
HOWARD AVENUE,BAINBRIDGE STREET,281.0
AMSTERDAM AVE,WEST 167 ST,444.0
FT HAMILTON PARKWAY,36 STREET,869.0
BATH AVE,BAY 22nd ST,869.0
HENRY HUDSON PKWY,INDEPENDENCE AVE,869.0
COLUMBIA STREET,DE GRAW STREET,125.0
WEST 34 STREET,5 AVENUE,869.0
KINGS HIGHWAY SERVICE,AVENUE I,444.0
SHORE PKWY,BAY 46th ST,281.0
AVENUE U,EAST 56 STREET,444.0
MORLEY AVENUE,DALTON  AVENUE,204.0
PITKIN AVE,95th ST,869.0
CROSS ISLAND PARKWAY,107 AVENUE,326.0
CEDAR AVENUE,WEST 179 STREET,444.0
4 AVENUE,28 STREET,281.0
EAST HOUSTON STREET,BROADWAY,424.0
ASHLAND PLACE,4 AVENUE,444.0
MYRTLE AVE,CLASSON AVE,281.0
HUGUENOT AVE,WOODROW RD,424.0
65 STREET,10 AVENUE,125.0
GRAND AVE,CATHERINE ST,869.0
1 AVENUE,EAST 73 STREET,444.0
MORRIS AVENUE,EAST 153 STREET,204.0
10 AVENUE,67 STREET,204.0
111 AVE,142 STREET,444.0
FINGERBOARD ROAD,CLEVELAND PLACE,204.0
BROADWAY,WEST 148 ST,444.0
7 AVE,WEST 118 ST,204.0
1 AVENUE,EAST 26 STREET,125.0
CROPSEY AVE,BAY 22nd ST,125.0
LINDEN BLVD,198 STREET,204.0
LENOX AVE,WEST 111 ST,444.0
BRADDOCK AVE,221 PLACE,204.0
2 AVENUE,EAST 46 STREET,125.0
HOWARD AVENUE,BAINBRIDGE STREET,218.0
WEST GUN HILL ROAD,MOSHOLU PARKWAY,424.0
AMSTERDAM AVE,WEST 171 ST,204.0
BROADWAY,WEST 98 ST,281.0
HICKS STREET,KANE STREET,424.0
LITTLE CLOVE ROAD,CLOVE ROAD,444.0
111 AVE,142 STREET,869.0
86th ST,W 11th ST,869.0
PARK AVENUE,EAST 59 STREET,444.0
JEROME AVENUE,EAST MOSHOLU PARKWAY NORTH,869.0
AVENUE J,EAST 12 STREET,869.0
56th RD,43rd ST,869.0
ALBANY AVENUE,FARRAGUT ROAD,869.0
2 AVE,EAST 124 ST,444.0
ROOSEVELT AVE,147 STREET,869.0
HENRY HUDSON PKWY,FAIRFIELD AVE,869.0
MARATHON PKWY,61 AVE,326.0
MADISON STREET,CATHERINE STREET,326.0
AMSTERDAM AVE,WEST 99 ST,424.0
E 176 ST,MARMION AVENUE,218.0
EAST 241 STREET,HILL AVENUE,869.0
NEPTUNE AVE,SHEEPSHEAD BAY RD,204.0
86th ST,19th AVE,204.0
COLUMBUS AVENUE,WEST 61 STREET,444.0
CONEY ISLAND AVE,CATON AVE,218.0
EAST 163 STREET,INTERVALE AVENUE,125.0
MERRICK BLVD,111 AVE,125.0
ZEREGA AVENUE,BRUCKNER BOULEVARD,424.0
EAST 14 STREET,4 AVENUE,218.0
HEGEMAN AVENUE,FOUNTAIN AVENUE,125.0
AMSTERDAM AVE,WEST 165 ST,424.0
FLATLANDS AVE,LOUISIANA AVE,218.0
3 AVE,EAST 123 ST,281.0
RICHMOND ROAD,BALTIC AVENUE,125.0
LENOX AVE,WEST 123 ST,869.0
7 AVE,WEST 122 ST,218.0
CORTELYOU ROAD,EAST 11 STREET,326.0
7 AVENUE,LINCOLN PLACE,424.0
LEXINGTON AVENUE,121ST ST,326.0
EAST TREMONT AVENUE,ANTHONY AVENUE,326.0
AVENUE U,EAST 66 STREET,204.0
AUDUBON AVE,WEST 167 ST,444.0
7 AVE,WEST 148 ST,281.0
LIBERTY AVE,BRISBIN STREET,281.0
14 AVENUE,72 STREET,218.0
8 AVENUE,CARROLL STREET,281.0
MYRTLE AVE,THROOP AVE,444.0
2 AVENUE,EAST 27 STREET,424.0
115 ROAD,205 STREET,218.0
METROPOLITAN AVE,UNION AVE,125.0
WEST BROADWAY,PRINCE STREET,204.0
BROOME STREET,BROADWAY,125.0
BEDFORD AVE,METROPOLITAN AVE,326.0
2 AVENUE,EAST 46 STREET,204.0
PARK AVENUE SOUTH,EAST 26 STREET,326.0
BRADDOCK AVE,221 PLACE,125.0
CATON AVE,E 12th ST,424.0
EAST 18 STREET,BROADWAY,326.0
CHRYSTIE STREET,2 AVENUE,326.0
1 AVE,EAST 99 ST,326.0
8 AVE,WEST 123 ST,869.0
AMSTERDAM AVE,WEST 171 ST,125.0
AVENUE C,EAST 11 STREET,326.0
MORRIS AVENUE,EAST 153 STREET,125.0
10 AVENUE,67 STREET,125.0
CONEY ISLAND AVE,CATON AVE,281.0
7 AVENUE,BROADWAY,326.0
AMSTERDAM AVENUE,WEST 73 STREET,869.0
65 STREET,10 AVENUE,204.0
CROPSEY AVE,BAY 22nd ST,204.0
9 AVENUE,WEST 25 STREET,326.0
LINDEN BLVD,198 STREET,125.0
E 176 ST,MARMION AVENUE,281.0
1 AVENUE,EAST 26 STREET,204.0
FINGERBOARD ROAD,CLEVELAND PLACE,125.0
7 AVE,WEST 118 ST,125.0
EAST 135 STREET,CANAL STREET WEST,424.0
GLENWOOD ROAD,EAST 59 STREET,424.0
13 AVENUE,72 STREET,326.0
MORLEY AVENUE,DALTON  AVENUE,125.0
DITMAS AVENUE,EAST 13 STREET,326.0
7 AVE,WEST 122 ST,281.0
KINGS HWY,E 15th ST,326.0
HUDSON STREET,GANSEVOORT STREET,326.0
8 AVENUE,WEST 45 STREET,444.0
3 AVE,EAST 123 ST,218.0
FLATLANDS AVE,LOUISIANA AVE,281.0
EAST 14 STREET,4 AVENUE,281.0
73 PLACE,78 AVENUE,326.0
GRAND CONCOURSE_MAIN,EAST 172 STREET,444.0
WEST END AVENUE,WEST 97 STREET,869.0
115 ROAD,205 STREET,281.0
BROADWAY,WEST 99 ST,444.0
COLUMBIA STREET,DE GRAW STREET,204.0
AVE N,E 15th ST,444.0
ALBANY AVE,LENOX RD,444.0
AUDUBON AVE,WEST 166 ST,424.0
14 AVENUE,72 STREET,281.0
8 AVENUE,CARROLL STREET,218.0
4 AVENUE,BUTLER STREET,869.0
AUDUBON AVE,WEST 173 ST,326.0
AMSTERDAM AVE,WEST 118 ST,444.0
LIBERTY AVE,BRISBIN STREET,218.0
ASH ST,COMMERCIAL ST,424.0
7 AVE,WEST 148 ST,218.0
JAMAICA AVE,197 STREET,218.0
CROSS BRONX EXPRESSWAY,MARMION AVENUE,218.0
34th AVE,92nd ST,204.0
LINDEN BOULEVARD,HINSDALE STREET,424.0
OCEAN AVE,CATON AVE,125.0
MYRTLE AVE,THROOP AVE,326.0
11 AVENUE,WEST 27 STREET,218.0
BROADWAY,WEST 174 ST,869.0
GRAND AVE,CATHERINE ST,869.0
LITTLE CLOVE RD,CAYUGA AVENUE,869.0
BAY RIDGE PKWY,11TH AVE,869.0
CONEY ISLAND AVE,AVE S,869.0
3 AVENUE,EAST 12 STREET,218.0
AMSTERDAM AVENUE,WEST 61 STREET,869.0
AUDUBON AVE,WEST 167 ST,326.0
32nd AVE,85th ST,218.0
EAST TREMONT AVENUE,ANTHONY AVENUE,444.0
BOSTON ROAD,EAST 176 STREET,125.0
KINGS HIGHWAY,AVENUE I,218.0
LEXINGTON AVENUE,121ST ST,444.0
CORTELYOU ROAD,EAST 11 STREET,444.0
MARATHON PKWY,DEEPDALE AVE,869.0
HUTCHINSON RIVER PKWY,LAURIE AVENUE,218.0
COURT STREET,DE GRAW STREET,424.0
ATLANTIC AVE,97th ST,125.0
AVE P,W 10th ST,281.0
7 AVENUE,WEST 27 STREET,218.0
8 AVENUE,HORATIO STREET,204.0
5 AVENUE,EAST 46 STREET,424.0
CROPSEY AVE,27th AVE,218.0
CROSS BRONX EXPRESSWAY,MORRIS AVENUE,869.0
COLUMBUS AVENUE,WEST 61 STREET,326.0
UNION STREET,37 AVE,218.0
BROADWAY,WEST 74 STREET,218.0
THROGS NECK EXPWY SER RD,HARDING AVENUE,125.0
OCEAN TERRACE,BUTTERWORTH AVENUE,869.0
8 AVE,WEST 147 ST,281.0
MADISON STREET,CATHERINE STREET,444.0
CATHERINE STREET,MONROE STREET,869.0
JAMAICA AVENUE,AUTUMN AVENUE,281.0
WEST 29 STREET,5 AVENUE,218.0
60 STREET,11 AVENUE,204.0
LIBERTY AVE,101 AVE,281.0
AMSTERDAM AVE,WEST 147 ST,281.0
MARATHON PKWY,61 AVE,444.0
2 AVE,EAST 124 ST,326.0
SHERIDAN AVENUE,EAST 156 STREET,424.0
101 AVE,146 STREET,424.0
PITT STREET,DELANCEY STREET,218.0
PARK AVENUE,EAST 59 STREET,326.0
3 AVENUE,EAST 12 STREET,281.0
GREENPOINT AVE,N. HENRY ST,869.0
FLATBUSH AVENUE,EAST 28 STREET,424.0
2 AVE,EAST 99 ST,204.0
AMSTERDAM AVE,WEST 118 ST,326.0
AMSTERDAM AVE,WEST 164 ST,125.0
AUDUBON AVE,WEST 173 ST,444.0
CROTONA AVENUE,EAST 187 STREET,424.0
AVE N,E 15th ST,326.0
11 AVENUE,WEST 27 STREET,281.0
ALBANY AVE,LENOX RD,326.0
BROADWAY,WEST 99 ST,326.0
ATLANTIC AVE,CLASSON AVE,204.0
JAMAICA AVE,197 STREET,281.0
CROSS BRONX EXPRESSWAY,MARMION AVENUE,281.0
LINDEN BLVD,BROOKLYN AVE,869.0
73 PLACE,78 AVENUE,444.0
EAST 138 STREET,GRAND CONCOURSE,869.0
GRAND CONCOURSE_MAIN,EAST 172 STREET,326.0
LIBERTY STREET,BROADWAY,869.0
KINGS HWY,E 15th ST,444.0
HUDSON STREET,GANSEVOORT STREET,444.0
8 AVENUE,WEST 45 STREET,326.0
HUTCHINSON RIVER PKWY,LAURIE AVENUE,281.0
DITMAS AVENUE,EAST 13 STREET,444.0
13 AVENUE,72 STREET,444.0
KINGS HIGHWAY,AVENUE I,281.0
32nd AVE,85th ST,281.0
AMSTERDAM AVE,WEST 147 ST,218.0
JEROME AVENUE,EAST 172 STREET,869.0
PROSPECT PARK WEST,2 STREET,204.0
LIBERTY AVE,101 AVE,218.0
PAULDING AVENUE,LYDIG AVENUE,125.0
JAMAICA AVENUE,AUTUMN AVENUE,218.0
WEST 29 STREET,5 AVENUE,281.0
LAFAYETTE AVENUE,EAST 177 STREET,869.0
9 AVENUE,WEST 25 STREET,444.0
8 AVE,WEST 147 ST,218.0
ARTHUR KILL ROAD,ENGLEWOOD AVENUE,424.0
3 AVENUE,28 STREET,424.0
DYCKMAN STREET,VERMILYEA AVENUE,125.0
UNION STREET,37 AVE,281.0
BROADWAY,WEST 74 STREET,281.0
SPRING STREET,BROADWAY,204.0
7 AVENUE,BROADWAY,444.0
SANFORD AVE,147 STREET,869.0
CROPSEY AVE,27th AVE,281.0
AVE P,W 10th ST,218.0
7 AVENUE,WEST 27 STREET,281.0
AVENUE C,EAST 11 STREET,444.0
1 AVE,EAST 99 ST,444.0
CROTONA AVENUE,CLAREMONT PARKWAY,869.0
CHRYSTIE STREET,2 AVENUE,444.0
PITT STREET,DELANCEY STREET,281.0
EAST 18 STREET,BROADWAY,444.0
CLINTON STREET,DELANCEY STREET,869.0
WALTHAM STREET,101 AVE,204.0
SURF AVE,JONES WALK,424.0
BAY PKWY,72nd ST,424.0
BEDFORD AVE,METROPOLITAN AVE,444.0
LIBERTY AVE,BRISBIN STREET,204.0
PARK AVENUE SOUTH,EAST 26 STREET,444.0
AMSTERDAM AVE,WEST 167 ST,326.0
LINDEN BOULEVARD,AUTUMN AVENUE,281.0
AVENUE N,BOB STONEHILL WAY,424.0
GRAND STREET,BROADWAY,869.0
ATLANTIC AVE,LINCOLN AVE,281.0
VAN WYCK EXPRESSWAY,102 AVENUE,444.0
MARKET STREET,CHERRY STREET,444.0
CLASSON AVE,GATES AVE,869.0
BENSON AVE,19th AVE,326.0
164 STREET,67 AVE,281.0
THROGS NECK EXPWY SER RD,HARDING AVENUE,204.0
OCEAN AVE,AVE R,326.0
COLONIAL ROAD,WAKEMAN PLACE,869.0
8 AVENUE,HORATIO STREET,125.0
AMSTERDAM AVE,WEST 168 ST,281.0
2 AVENUE,EAST 73 STREET,326.0
60 STREET,11 AVENUE,125.0
3 AVENUE,EAST 73 STREET,869.0
CLARENDON ROAD,BROOKLYN AVENUE,326.0
18 AVENUE,72 STREET,869.0
CROSS ISLAND PKWY SR,107 AVENUE,326.0
AVE P,CONEY ISLAND AVE,444.0
51 STREET,13 AVENUE,424.0
WOODHAVEN BLVD,97th AVE,281.0
BOSTON ROAD,EAST 176 STREET,204.0
AVE U,E 16th ST,326.0
WEST 155 ST,ST NICHOLAS AVE,218.0
DRUMGOOLE ROAD WEST,ANNADALE ROAD,424.0
ATLANTIC AVE,97th ST,204.0
MAURICE AVE,55th DR,869.0
AUDUBON AVE,WEST 172 ST,444.0
BROOKLYN AVE,ST JOHN'S PL,326.0
OCEAN AVE,CATON AVE,204.0
BEDFORD AVE,PROSPECT PL,424.0
WEST 39 STREET,5 AVENUE,869.0
HUNGRY HARBOR RD,148th ST,218.0
WEBSTER AVENUE,EAST 233 STREET,424.0
KINGS HWY,W 11th ST,444.0
34th AVE,92nd ST,125.0
7 AVE,WEST 123 ST,326.0
HYLAN BOULEVARD,FINGERBOARD ROAD,869.0
UNDERHILL AVE,53 AVE,281.0
LITTLE CLOVE ROAD,CLOVE ROAD,326.0
WALTHAM STREET,101 AVE,424.0
ATLANTIC AVE,LINCOLN AVE,218.0
LIBERTY AVE,BRISBIN STREET,125.0
LINDEN BOULEVARD,AUTUMN AVENUE,218.0
WALTHAM STREET,101 AVE,125.0
FARRAGUT ROAD,BEDFORD AVENUE,869.0
