LENOX AVE,WEST 111 ST,326.0
PROSPECT PARK WEST,2 STREET,125.0
PAULDING AVENUE,LYDIG AVENUE,204.0
111 AVE,142 STREET,326.0
BROADWAY,WEST 148 ST,326.0
1 AVENUE,EAST 73 STREET,326.0
CROTONA AVENUE,EAST FORDHAM ROAD,869.0
SPRING STREET,BROADWAY,125.0
AMSTERDAM AVE,WEST 168 ST,218.0
ASHLAND PLACE,4 AVENUE,326.0
1 AVENUE,EAST 12 STREET,424.0
DYCKMAN STREET,VERMILYEA AVENUE,204.0
164 STREET,67 AVE,218.0
BROADWAY,BEAVER STREET,869.0
WEST 155 ST,ST NICHOLAS AVE,281.0
WOODHAVEN BLVD,97th AVE,218.0
GRAND CONCOURSE_SERV,EAST 172 STREET,869.0
HUDSON STREET,CHARLTON STREET,869.0
CROSS ISLAND PARKWAY,107 AVENUE,444.0
CEDAR AVENUE,WEST 179 STREET,326.0
BLOOMINGDALE ROAD,MARISA CIRCLE,424.0
MANHATTAN AVENUE,WEST 119 STREET,869.0
AVENUE U,EAST 56 STREET,326.0
AMSTERDAM AVE,WEST 164 ST,204.0
2 AVE,EAST 99 ST,125.0
KINGS HIGHWAY SERVICE,AVENUE I,326.0
FULTON STREET,DUTCH STREET,869.0
UNDERHILL AVE,53 AVE,218.0
ATLANTIC AVE,CLASSON AVE,125.0
AVENUE U,EAST 71 STREET,869.0
1 AVE,EAST 120 ST,869.0
CONEY ISLAND AVENUE,FOSTER AVENUE,869.0
HUNGRY HARBOR RD,148th ST,281.0
HENRY HUDSON PKWY,W 235th ST,424.0
MADISON AVENUE,EAST 59 STREET,424.0
AMSTERDAM AVE,WEST 172 ST,869.0
SOUTHERN BOULEVARD,CROTONA PARKWAY,424.0
THROGS NECK EXPWY SER RD,HARDING AVENUE,444.0
BROADWAY,ACADEMY STREET,218.0
MERRICK BLVD,111 AVE,326.0
LENOX AVE,WEST 124 ST,424.0
EAST 163 STREET,INTERVALE AVENUE,326.0
E 174 ST,MORRIS AVENUE,424.0
MARATHON PKWY,61 AVE,125.0
RICHMOND HILL ROAD,EDINBORO ROAD,218.0
MADISON STREET,CATHERINE STREET,125.0
ATLANTIC AVENUE,LINCOLN AVENUE,869.0
AVENUE D,BROOKLYN AVENUE,218.0
BROADWAY,WEST 60 STREET,869.0
8 AVENUE,WEST 26 STREET,218.0
BROADWAY,WEST 175 ST,218.0
CHURCH AVE,E 13th ST,281.0
VAN WYCK EXPRESSWAY,102 AVENUE,204.0
5 AVENUE,24 STREET,218.0
11th ST,47th AVE,281.0
7 AVENUE,65 STREET,281.0
MARKET STREET,CHERRY STREET,204.0
OCEAN AVE,CATON AVE,444.0
ARCHER AVE,143 STREET,281.0
METROPOLITAN AVE,UNION AVE,326.0
BROOME STREET,BROADWAY,326.0
KINGS HWY,W 11th ST,204.0
MARYLAND RD,DOUGLASTON PKWY,869.0
BROADWAY,WEST 259 STREET,869.0
AVE P,CONEY ISLAND AVE,204.0
LEXINGTON AVENUE,121ST ST,125.0
CORTELYOU ROAD,EAST 11 STREET,125.0
EAST TREMONT AVENUE,ANTHONY AVENUE,125.0
BOSTON ROAD,EAST 176 STREET,444.0
GRAND CONCOURSE_SERV,EAST 172 STREET,424.0
HEGEMAN AVENUE,FOUNTAIN AVENUE,326.0
BRINKERHOFF AVE,111 AVE,218.0
AUDUBON AVE,WEST 172 ST,204.0
ATLANTIC AVE,97th ST,444.0
FLATBUSH AVE,CATON AVE,869.0
AVENUE OF THE AMERICAS,VANDAM STREET,218.0
RICHMOND ROAD,BALTIC AVENUE,326.0
ATLANTIC AVENUE,HINSDALE STREET,281.0
RICHMOND HILL ROAD,EDINBORO ROAD,281.0
9 AVENUE,WEST 25 STREET,125.0
LINDEN BLVD,198 STREET,326.0
FINGERBOARD ROAD,CLEVELAND PLACE,326.0
7 AVE,WEST 118 ST,326.0
FLATLANDS AVENUE,EAST 78 STREET,424.0
PAULDING AVENUE,LYDIG AVENUE,444.0
7 AVENUE,BROADWAY,125.0
SOUTHERN BOULEVARD,ALDUS STREET,424.0
AVENUE C,EAST 11 STREET,125.0
MORRIS AVENUE,EAST 153 STREET,326.0
BROADWAY,ACADEMY STREET,281.0
10 AVENUE,67 STREET,326.0
DYCKMAN STREET,VERMILYEA AVENUE,444.0
51 STREET,19 AVENUE,869.0
VERNON BLVD,33rd RD,424.0
7 AVENUE,65 STREET,218.0
CHRYSTIE STREET,2 AVENUE,125.0
EAST 18 STREET,BROADWAY,125.0
5 AVENUE,24 STREET,281.0
5 AVENUE,EAST 73 STREET,424.0
11th ST,47th AVE,218.0
1 AVE,EAST 99 ST,125.0
AMSTERDAM AVE,WEST 171 ST,326.0
CHURCH AVE,E 13th ST,218.0
BEDFORD AVE,METROPOLITAN AVE,125.0
PARK AVENUE SOUTH,EAST 26 STREET,125.0
8 AVENUE,WEST 26 STREET,281.0
BROADWAY,WEST 175 ST,281.0
HENRY HUDSON PKWY,INDEPENDENCE AVE,424.0
AVENUE D,BROOKLYN AVENUE,281.0
SOUTH CONDUIT AVE,COHANCY ST,869.0
BRADDOCK AVE,221 PLACE,326.0
EAST 161 STREET,GRAND CONCOURSE,869.0
7 AVENUE,WEST 12 STREET,869.0
4 AVENUE,EAST 9 STREET,424.0
AMSTERDAM AVE,WEST 164 ST,444.0
AUDUBON AVE,WEST 173 ST,125.0
LONGWOOD AVENUE,EAST 160 STREET,869.0
CORTLANDT ALLEY,WALKER STREET,424.0
COLUMBUS AVE,WEST 103 ST,869.0
ARCHER AVE,143 STREET,218.0
ROGERS AVE,LENOX RD,869.0
KINGS HWY,E 15th ST,125.0
HUDSON STREET,GANSEVOORT STREET,125.0
AVENUE OF THE AMERICAS,VANDAM STREET,281.0
ATLANTIC AVENUE,HINSDALE STREET,218.0
5 AVENUE,DE GRAW STREET,869.0
73 PLACE,78 AVENUE,125.0
BRINKERHOFF AVE,111 AVE,281.0
ALLEN STREET,DELANCEY STREET,869.0
MORLEY AVENUE,DALTON  AVENUE,326.0
DITMAS AVENUE,EAST 13 STREET,125.0
13 AVENUE,72 STREET,125.0
CROSS ISLAND PARKWAY,107 AVENUE,204.0
EAST TREMONT AVENUE,ANTHONY AVENUE,204.0
JEWEL AVE,136 STREET,869.0
JAMAICA AVE,CARPENTER AVE,424.0
AVENUE U,EAST 66 STREET,326.0
3 STREET,SMITH STREET,424.0
CORTELYOU ROAD,EAST 11 STREET,204.0
JAMAICA AVE,101st ST,281.0
AVE P,CONEY ISLAND AVE,125.0
5 AVENUE,EAST 11 STREET,281.0
LEXINGTON AVENUE,121ST ST,204.0
ESPLANADE,HAIGHT AVENUE,281.0
MEEKER AVE,LEONARD ST,869.0
WADSWORTH AVENUE,WEST 188 STREET,424.0
OCEAN AVENUE,FARRAGUT ROAD,281.0
AUDUBON AVE,WEST 172 ST,125.0
KINGS HWY,W 11th ST,125.0
2 AVENUE,EAST 12 STREET,281.0
34th AVE,92nd ST,444.0
WEST BROADWAY,PRINCE STREET,326.0
6 AVENUE,ST JOHN'S PLACE,424.0
10 AVENUE,WEST 27 STREET,424.0
8 AVE,WEST 148 ST,424.0
Manhattan WEST 155 ST,EDGECOMBE AVE,281.0
AVENUE B,EAST 11 STREET,424.0
3 AVENUE,EAST 59 STREET,424.0
ALBANY AVE,MIDWOOD ST,281.0
39 STREET,12 AVENUE,218.0
MARKET STREET,CHERRY STREET,125.0
CLINTON STREET,SACKETT STREET,869.0
WEST 30 STREET,5 AVENUE,869.0
ALBANY AVENUE,FARRAGUT ROAD,218.0
VAN WYCK EXPRESSWAY,102 AVENUE,125.0
8 AVENUE,HORATIO STREET,444.0
AVENUE J,EAST 46 STREET,218.0
150th ST,148th ST,218.0
BRUCKNER BOULEVARD,BRYANT AVENUE,869.0
NEPTUNE AVE,SHEEPSHEAD BAY RD,326.0
CHURCH AVE,E 37th ST,281.0
86th ST,19th AVE,326.0
MADISON STREET,CATHERINE STREET,204.0
9 AVENUE,WEST 45 STREET,218.0
ATLANTIC AVE,ALABAMA AVE,869.0
MESEROLE STREET,LEONARD  ST,281.0
MARATHON PKWY,61 AVE,204.0
60 STREET,11 AVENUE,444.0
BEDFORD AVE,LORIMER ST,218.0
LOUIS NINE  BOULEVARD,BOSTON ROAD,869.0
OCEAN AVENUE,FARRAGUT ROAD,218.0
73 PLACE,78 AVENUE,204.0
KINGS HWY,E 15th ST,204.0
HUDSON STREET,GANSEVOORT STREET,204.0
5 AVENUE,EAST 27 STREET,424.0
13 AVENUE,72 STREET,204.0
5 AVENUE,EAST 11 STREET,218.0
LIBERTY AVE,98th ST,869.0
CROSS ISLAND PARKWAY,107 AVENUE,125.0
ESPLANADE,HAIGHT AVENUE,218.0
DITMAS AVENUE,EAST 13 STREET,204.0
JAMAICA AVE,101st ST,218.0
LEXINGTON AVENUE,EAST 26 STREET,424.0
AVENUE OF THE AMERICAS,WEST 45 STREET,424.0
AUDUBON AVE,WEST 173 ST,204.0
2 AVE,EAST 99 ST,444.0
Manhattan WEST 155 ST,EDGECOMBE AVE,218.0
COLUMBIA STREET,DE GRAW STREET,326.0
4 AVENUE,68 STREET,424.0
EAST 177 STREET,HARDING AVENUE,424.0
ATLANTIC AVE,CLASSON AVE,444.0
2 AVENUE,EAST 12 STREET,218.0
1 AVE,EAST 99 ST,204.0
ALBANY AVENUE,FARRAGUT ROAD,281.0
ROCKAWAY AVENUE,HEGEMAN AVENUE,869.0
E 4TH ST,BROADWAY,869.0
1 AVENUE,EAST 60 STREET,869.0
130 PL,30th PL,869.0
EAST 18 STREET,BROADWAY,204.0
CHRYSTIE STREET,2 AVENUE,204.0
CROPSEY AVE,7th AVE,869.0
39 STREET,12 AVENUE,281.0
WALTHAM STREET,101 AVE,444.0
3 AVENUE,EAST 46 STREET,869.0
BEDFORD AVE,METROPOLITAN AVE,204.0
2 AVENUE,EAST 46 STREET,326.0
ALBANY AVE,MIDWOOD ST,218.0
LIBERTY AVE,BRISBIN STREET,444.0
PARK AVENUE SOUTH,EAST 26 STREET,204.0
PROSPECT PARK WEST,2 STREET,444.0
1 AVENUE,EAST 26 STREET,326.0
BEDFORD AVE,LORIMER ST,281.0
MESEROLE STREET,LEONARD  ST,218.0
MADISON AVENUE,EAST 27 STREET,424.0
HOLLIS COURT BLVD,189 STREET,869.0
CROPSEY AVE,BAY 22nd ST,326.0
9 AVENUE,WEST 25 STREET,204.0
9 AVENUE,WEST 45 STREET,281.0
BROADWAY,WEST 27 STREET,869.0
65 STREET,10 AVENUE,326.0
CHURCH AVE,E 37th ST,218.0
AVENUE C,EAST 11 STREET,204.0
MAC DOUGAL STREET,FULTON STREET,424.0
ATLANTIC AVENUE,3 AVENUE,869.0
SPRING STREET,BROADWAY,444.0
7 AVENUE,BROADWAY,204.0
AVENUE J,EAST 46 STREET,281.0
150th ST,148th ST,281.0
35 AVE,200 STREET,281.0
EAST HOUSTON STREET,BROADWAY,218.0
GRAND CONCOURSE_SERV,EAST 172 STREET,326.0
HUDSON STREET,CHARLTON STREET,326.0
PITKIN AVE,95th ST,444.0
CEDAR AVENUE,WEST 179 STREET,869.0
CENTRAL PARK WEST,WEST 74 STREET,281.0
FAIRMONT PL,MARMION AVENUE,281.0
AMSTERDAM AVE,WEST 119 ST,281.0
NOSTRAND AVENUE,FARRAGUT ROAD,204.0
BROADWAY,BEAVER STREET,326.0
26 AVE,200 STREET,281.0
WEST 34 STREET,5 AVENUE,444.0
AVENUE U,EAST 71 STREET,326.0
1 AVE,EAST 120 ST,326.0
CONEY ISLAND AVENUE,FOSTER AVENUE,326.0
BATH AVE,BAY 22nd ST,444.0
50 STREET,13 AVENUE,125.0
HENRY HUDSON PKWY,INDEPENDENCE AVE,444.0
MANHATTAN AVENUE,WEST 119 STREET,326.0
AVENUE U,EAST 56 STREET,869.0
ORIENTAL BLVD,HASTINGS ST,444.0
KINGS HIGHWAY SERVICE,AVENUE I,869.0
VERMONT PLACE,HIGHLAND BOULEVARD,281.0
FULTON STREET,DUTCH STREET,326.0
HICKS STREET,KANE STREET,218.0
WEST GUN HILL ROAD,MOSHOLU PARKWAY,218.0
SEAGRIT BLVD,BEACH 7th ST,125.0
ARCHER AVE,143 STREET,281.0
LITTLE CLOVE ROAD,CLOVE ROAD,869.0
HOWARD AVENUE,BAINBRIDGE STREET,424.0
UNDERCLIFF AVENUE,SEDGWICK AVENUE,204.0
WHITE PLAINS ROAD,EAST 215 STREET,125.0
NORFOLK STREET,DELANCEY STREET,204.0
1 AVENUE,EAST 73 STREET,869.0
CROTONA AVENUE,EAST FORDHAM ROAD,326.0
ROGERS AVE,CLARKSON AVE,281.0
GRAND AVE,CATHERINE ST,444.0
NOSTRAND AVE,LENOX RD,281.0
ASHLAND PLACE,4 AVENUE,869.0
3 AVENUE,DEAN STREET,204.0
FARRAGUT ROAD,BEDFORD AVENUE,326.0
WEST 135 STREET,8 AVENUE,281.0
LENOX AVE,WEST 111 ST,869.0
HUGUENOT AVE,WOODROW RD,218.0
BEDFORD AVE,HANCOCK ST,281.0
111 AVE,142 STREET,869.0
PARK AVE,58th ST,281.0
BROADWAY,WEST 148 ST,869.0
26 AVE,200 STREET,218.0
AMSTERDAM AVE,WEST 119 ST,218.0
MAURICE AVE,55th DR,326.0
YORK AVENUE,EAST 74 STREET,444.0
4 AVENUE,28 STREET,424.0
60 STREET,18 AVENUE,424.0
CENTRAL PARK WEST,WEST 74 STREET,218.0
CROSS ISLAND PKWY SR,107 AVENUE,869.0
FAIRMONT PL,MARMION AVENUE,218.0
101 AVE,146 STREET,204.0
3 AVE,EAST 99 ST,125.0
EAST HOUSTON STREET,BROADWAY,281.0
AVE U,E 16th ST,869.0
35 AVE,200 STREET,218.0
HYLAN BOULEVARD,FINGERBOARD ROAD,326.0
BOSTON ROAD,BRONX PARK EAST,444.0
VERMONT PLACE,HIGHLAND BOULEVARD,218.0
7 AVE,WEST 117 ST,204.0
BROOKLYN AVE,ST JOHN'S PL,869.0
WEST 39 STREET,5 AVENUE,326.0
SHORE PKWY,BAY 46th ST,424.0
3 AVENUE,BALTIC STREET,204.0
7 AVE,WEST 123 ST,869.0
LAFAYETTE AVE,CLASSON AVE,204.0
GLEN STREET,BLOOMFIELD AVENUE,424.0
MONTROSE AVE,UNION AVE,125.0
GRAND STREET,BROADWAY,326.0
CLASSON AVE,GATES AVE,326.0
BENSON AVE,19th AVE,869.0
ALBANY AVE,LINCOLN PL,204.0
FT HAMILTON PARKWAY,36 STREET,444.0
BROADWAY,PRINCE STREET,125.0
ARCHER AVE,143 STREET,218.0
BROADWAY,WEST 98 ST,424.0
WEST GUN HILL ROAD,MOSHOLU PARKWAY,281.0
HICKS STREET,KANE STREET,281.0
AMSTERDAM AVE,WEST 167 ST,869.0
AVENUE OF THE AMERICAS,WEST 26 STREET,444.0
FRANCIS LEWIS BLVD,115 DRIVE,204.0
HUGUENOT AVE,WOODROW RD,281.0
3 AVENUE,29 STREET,125.0
BEDFORD AVE,HANCOCK ST,218.0
2 AVENUE,EAST 73 STREET,869.0
PARK AVE,58th ST,218.0
MYRTLE AVE,CLASSON AVE,424.0
3 AVENUE,EAST 73 STREET,326.0
CLARENDON ROAD,BROOKLYN AVENUE,869.0
CENTRAL AVE,SAGE ST,444.0
AVE U,W 10th ST,125.0
18 AVENUE,72 STREET,326.0
WEST 135 STREET,8 AVENUE,218.0
NOSTRAND AVE,LENOX RD,218.0
SPRINGFIELD BLVD,115 ROAD,125.0
OCEAN AVE,AVE R,869.0
LAKEWOOD AVE,INWOOD STREET,444.0
56 AVE,194 STREET,125.0
COLONIAL ROAD,WAKEMAN PLACE,326.0
ROGERS AVE,CLARKSON AVE,218.0
ROCKAWAY BLVD,OLD ROCKAWAY BLVD,204.0
AMSTERDAM AVENUE,WEST 73 STREET,444.0
SANFORD AVE,147 STREET,326.0
AMSTERDAM AVE,WEST 99 ST,281.0
JEROME AVENUE,EAST 172 STREET,326.0
LAFAYETTE AVENUE,EAST 177 STREET,326.0
ZEREGA AVENUE,BRUCKNER BOULEVARD,281.0
3 AVENUE,DEAN STREET,125.0
CLINTON STREET,DELANCEY STREET,326.0
SEAGRIT BLVD,BEACH 7th ST,204.0
CATON AVE,E 12th ST,218.0
8 AVE,WEST 123 ST,444.0
UNDERCLIFF AVENUE,SEDGWICK AVENUE,125.0
CROTONA AVENUE,CLAREMONT PARKWAY,326.0
WHITE PLAINS ROAD,EAST 215 STREET,204.0
NORFOLK STREET,DELANCEY STREET,125.0
50 STREET,13 AVENUE,204.0
LIBERTY AVE,BRISBIN STREET,424.0
4 AVENUE,BUTLER STREET,444.0
AVE N,E 15th ST,869.0
ASH ST,COMMERCIAL ST,218.0
ALBANY AVE,LENOX RD,869.0
7 AVE,WEST 148 ST,424.0
BROADWAY,WEST 99 ST,869.0
WEST END AVENUE,WEST 97 STREET,444.0
GREENPOINT AVE,N. HENRY ST,326.0
AUDUBON AVE,WEST 166 ST,218.0
8 AVENUE,CARROLL STREET,424.0
AMSTERDAM AVE,WEST 118 ST,869.0
2 AVENUE,EAST 27 STREET,281.0
AMSTERDAM AVE,WEST 165 ST,281.0
3 AVE,EAST 123 ST,424.0
LINDEN BLVD,BROOKLYN AVE,326.0
7 AVENUE,LINCOLN PLACE,281.0
EAST 138 STREET,GRAND CONCOURSE,326.0
GRAND CONCOURSE_MAIN,EAST 172 STREET,869.0
NOSTRAND AVENUE,FARRAGUT ROAD,125.0
LIBERTY STREET,BROADWAY,326.0
8 AVENUE,WEST 45 STREET,869.0
EAST 135 STREET,CANAL STREET WEST,218.0
GLENWOOD ROAD,EAST 59 STREET,218.0
OCEAN TERRACE,BUTTERWORTH AVENUE,326.0
AVE U,W 10th ST,204.0
CONEY ISLAND AVE,CATON AVE,424.0
EAST 241 STREET,HILL AVENUE,444.0
CATHERINE STREET,MONROE STREET,326.0
ZEREGA AVENUE,BRUCKNER BOULEVARD,218.0
3 AVENUE,29 STREET,204.0
AMSTERDAM AVE,WEST 99 ST,218.0
ROCKAWAY BLVD,OLD ROCKAWAY BLVD,125.0
E 176 ST,MARMION AVENUE,424.0
CROSS BRONX EXPRESSWAY,MORRIS AVENUE,326.0
COLUMBUS AVENUE,WEST 61 STREET,869.0
56 AVE,194 STREET,204.0
SPRINGFIELD BLVD,115 ROAD,204.0
ALBANY AVE,LINCOLN PL,125.0
86th ST,W 11th ST,444.0
PARK AVENUE,EAST 59 STREET,869.0
MONTROSE AVE,UNION AVE,204.0
111 AVE,142 STREET,444.0
2 AVE,EAST 124 ST,869.0
ROOSEVELT AVE,147 STREET,444.0
FRANCIS LEWIS BLVD,115 DRIVE,125.0
HENRY HUDSON PKWY,FAIRFIELD AVE,444.0
CATON AVE,E 12th ST,281.0
AVENUE J,EAST 12 STREET,444.0
56th RD,43rd ST,444.0
ALBANY AVENUE,FARRAGUT ROAD,444.0
BROADWAY,PRINCE STREET,204.0
JEROME AVENUE,EAST MOSHOLU PARKWAY NORTH,444.0
2 AVENUE,EAST 27 STREET,218.0
115 ROAD,205 STREET,424.0
LITTLE CLOVE RD,CAYUGA AVENUE,326.0
BAY RIDGE PKWY,11TH AVE,326.0
14 AVENUE,72 STREET,424.0
7 AVE,WEST 117 ST,125.0
CONEY ISLAND AVE,AVE S,326.0
AMSTERDAM AVENUE,WEST 61 STREET,326.0
AUDUBON AVE,WEST 166 ST,281.0
LAFAYETTE AVE,CLASSON AVE,125.0
3 AVENUE,BALTIC STREET,125.0
MYRTLE AVE,THROOP AVE,869.0
ASH ST,COMMERCIAL ST,281.0
BROADWAY,WEST 174 ST,326.0
GRAND AVE,CATHERINE ST,326.0
GLENWOOD ROAD,EAST 59 STREET,281.0
MARATHON PKWY,DEEPDALE AVE,326.0
EAST 135 STREET,CANAL STREET WEST,281.0
LENOX AVE,WEST 123 ST,444.0
7 AVENUE,LINCOLN PLACE,218.0
AUDUBON AVE,WEST 167 ST,869.0
3 AVE,EAST 99 ST,204.0
7 AVE,WEST 122 ST,424.0
EAST 14 STREET,4 AVENUE,424.0
101 AVE,146 STREET,125.0
AMSTERDAM AVE,WEST 165 ST,218.0
FLATLANDS AVE,LOUISIANA AVE,424.0
SEAGRIT BLVD,BEACH 7th ST,444.0
BOWERY,EAST HOUSTON STREET,424.0
3 AVENUE,EAST 46 STREET,326.0
8 AVE,WEST 124 ST,281.0
2 AVENUE,EAST 46 STREET,869.0
8 AVE,WEST 123 ST,204.0
WHITE PLAINS ROAD,EAST 215 STREET,444.0
ROCKAWAY AVENUE,HEGEMAN AVENUE,326.0
E 4TH ST,BROADWAY,326.0
1 AVENUE,EAST 60 STREET,326.0
130 PL,30th PL,326.0
CROPSEY AVE,7th AVE,326.0
65 STREET,10 AVENUE,869.0
ATLANTIC AVENUE,3 AVENUE,326.0
AMSTERDAM AVENUE,WEST 73 STREET,204.0
GRAND AVE,CATHERINE ST,125.0
1 AVENUE,EAST 26 STREET,869.0
WEST BROADWAY,DUANE STREET,424.0
HOLLIS COURT BLVD,189 STREET,326.0
CROPSEY AVE,BAY 22nd ST,869.0
BROADWAY,WEST 27 STREET,326.0
GOWANUS EXPRESSWAY,29 STREET,424.0
PITKIN AVE,95th ST,125.0
LIBERTY AVE,98th ST,326.0
10 AVENUE,WEST 45 STREET,424.0
THROGS NECK EXPRESSWAY,HARDING AVENUE,424.0
CHURCH STREET,DUANE STREET,281.0
37 STREET,12 AVENUE,218.0
BROADWAY,DUANE STREET,218.0
COMMERCIAL ST,CLAY ST,424.0
KEW GARDENS ROAD,80 ROAD,424.0
8 AVENUE,66 STREET,424.0
LINDEN BLVD,198 STREET,424.0
COLUMBIA STREET,DE GRAW STREET,869.0
3 AVENUE,EAST 27 STREET,218.0
BATH AVE,BAY 22nd ST,125.0
50 STREET,13 AVENUE,444.0
AVE Z,E 15th ST,281.0
48th ST,37th AVE,281.0
HENRY HUDSON PKWY,INDEPENDENCE AVE,125.0
4 AVENUE,BUTLER STREET,204.0
WEST 34 STREET,5 AVENUE,125.0
WEST END AVENUE,WEST 97 STREET,204.0
ROGERS AVE,LINCOLN PL,218.0
ORIENTAL BLVD,HASTINGS ST,125.0
SHERIDANA AVENUE,EAST 161 STREET,218.0
LENOX AVE,WEST 112 ST,281.0
86th ST,W 11th ST,204.0
CLINTON STREET,SACKETT STREET,326.0
BEDFORD AVE,AVE R,424.0
MONTROSE AVE,UNION AVE,444.0
WEST 30 STREET,5 AVENUE,326.0
111 AVE,142 STREET,204.0
EAST 165 STREET,CARROLL PLACE,424.0
86 STREET,7 AVENUE,424.0
AVENUE OF THE AMERICAS,WEST 26 STREET,125.0
8 AVE,WEST 124 ST,218.0
ROOSEVELT AVE,147 STREET,204.0
HENRY HUDSON PKWY,FAIRFIELD AVE,204.0
2 AVENUE,EAST 59 STREET,424.0
CLOVE RD,HOWARD AVENUE,424.0
FT HAMILTON PARKWAY,36 STREET,125.0
BROADWAY,PRINCE STREET,444.0
JEROME AVENUE,EAST MOSHOLU PARKWAY NORTH,204.0
AVENUE J,EAST 12 STREET,204.0
56th RD,43rd ST,204.0
ALBANY AVENUE,FARRAGUT ROAD,204.0
CENTRAL AVE,SAGE ST,125.0
AVE U,W 10th ST,444.0
EAST 241 STREET,HILL AVENUE,204.0
ATLANTIC AVE,ALABAMA AVE,326.0
3 AVENUE,29 STREET,444.0
LOUIS NINE  BOULEVARD,BOSTON ROAD,326.0
BRUCKNER BOULEVARD,BRYANT AVENUE,326.0
NEPTUNE AVE,SHEEPSHEAD BAY RD,869.0
SPRINGFIELD BLVD,115 ROAD,444.0
86th ST,19th AVE,869.0
AVENUE OF AMERICAS,WEST 11 STREET,424.0
LAKEWOOD AVE,INWOOD STREET,125.0
56 AVE,194 STREET,444.0
LENOX AVE,WEST 123 ST,204.0
MEEKER AVE,LEONARD ST,326.0
YORK AVENUE,EAST 74 STREET,125.0
37 STREET,12 AVENUE,281.0
BROADWAY,DUANE STREET,281.0
3 AVE,EAST 99 ST,444.0
JEWEL AVE,136 STREET,326.0
CHURCH STREET,DUANE STREET,218.0
AVENUE U,EAST 66 STREET,869.0
5 AVENUE,WEST 59 STREET,424.0
SHERIDANA AVENUE,EAST 161 STREET,281.0
LENOX AVE,WEST 112 ST,218.0
CANAL STREET,BROADWAY,424.0
ROGERS AVE,LINCOLN PL,281.0
BOSTON ROAD,BRONX PARK EAST,125.0
AVE M,E 15th ST,424.0
WEST BROADWAY,PRINCE STREET,869.0
AVE Z,E 15th ST,218.0
48th ST,37th AVE,218.0
3 AVENUE,EAST 27 STREET,281.0
WEST 34 STREET,5 AVENUE,204.0
WEST END AVENUE,WEST 97 STREET,125.0
COLUMBUS AVE,WEST 103 ST,326.0
BATH AVE,BAY 22nd ST,204.0
TRINITY PL,EDGER ST,218.0
HENRY HUDSON PKWY,INDEPENDENCE AVE,204.0
4 AVENUE,BUTLER STREET,125.0
EAST 204 STREET,GRAND CONCOURSE,281.0
ROGERS AVE,LENOX RD,326.0
EDWARD L GRANT HIGHWAY,NELSON AVENUE,218.0
EAST 161 STREET,GRAND CONCOURSE,326.0
7 AVENUE,WEST 12 STREET,326.0
ORIENTAL BLVD,HASTINGS ST,204.0
CROSS BX EXPWY SER RD,MORRIS AVENUE,424.0
LONGWOOD AVENUE,EAST 160 STREET,326.0
ALLEN STREET,DELANCEY STREET,326.0
MORLEY AVENUE,DALTON  AVENUE,869.0
PITKIN AVE,95th ST,204.0
5 AVENUE,DE GRAW STREET,326.0
5 AVENUE,BROADWAY,424.0
11 AVENUE,WEST 43 STREET,218.0
CENTRAL PARK WEST,WEST 61 STREET,281.0
NOSTRAND AVENUE,FARRAGUT ROAD,444.0
AMSTERDAM AVENUE,WEST 73 STREET,125.0
GRAND AVE,CATHERINE ST,204.0
AMSTERDAM AVE,WEST 148 ST,424.0
MORRIS AVENUE,EAST 153 STREET,869.0
10 AVENUE,67 STREET,869.0
NOSTRAND AVE,AVE P,424.0
DRIGGS AVE,LORIMER ST,218.0
51 STREET,19 AVENUE,326.0
BROADWAY,EAST 11 STREET,281.0
3 AVENUE,DEAN STREET,444.0
LINDEN BLVD,198 STREET,869.0
FINGERBOARD ROAD,CLEVELAND PLACE,869.0
7 AVE,WEST 118 ST,869.0
HOMELAWN STREET,84 AVE,281.0
E 177 ST,HARDING AVENUE,218.0
SOUTH CONDUIT AVE,COHANCY ST,326.0
BRADDOCK AVE,221 PLACE,869.0
CHAMBERS STREET,BROADWAY,424.0
39th ST,NORTHERN BLVD,218.0
Manhattan  BROADWAY,WEST 149 ST,218.0
8 AVE,WEST 123 ST,125.0
AMSTERDAM AVE,WEST 171 ST,869.0
UNDERCLIFF AVENUE,SEDGWICK AVENUE,444.0
BOSTON ROAD,FISH AVENUE,424.0
NORFOLK STREET,DELANCEY STREET,444.0
MARYLAND RD,DOUGLASTON PKWY,326.0
7 AVE,WEST 117 ST,444.0
BOSTON ROAD,BRONX PARK EAST,204.0
FLUSHING AVE,THORNTON ST,424.0
BROADWAY,WEST 259 STREET,326.0
EDWARD L GRANT HIGHWAY,NELSON AVENUE,281.0
TRINITY PL,EDGER ST,281.0
EAST 204 STREET,GRAND CONCOURSE,218.0
CATON AVE,E 18th ST,424.0
LAFAYETTE AVE,CLASSON AVE,444.0
METROPOLITAN AVE,UNION AVE,869.0
BROOME STREET,BROADWAY,869.0
3 AVENUE,BALTIC STREET,444.0
65 STREET,18 AVENUE,424.0
CENTRAL PARK WEST,WEST 61 STREET,218.0
HEGEMAN AVENUE,FOUNTAIN AVENUE,869.0
11 AVENUE,WEST 43 STREET,281.0
FLATBUSH AVE,CATON AVE,326.0
YORK AVENUE,EAST 74 STREET,204.0
RICHMOND ROAD,BALTIC AVENUE,869.0
LENOX AVE,WEST 123 ST,125.0
101 AVE,146 STREET,444.0
HOMELAWN STREET,84 AVE,218.0
